rally,serve,hitpoint,speed,net.clearance,distance.from.sideline,depth,outside.sideline,outside.baseline,player.distance.travelled,player.impact.depth,player.impact.distance.from.center,player.depth,player.distance.from.center,previous.speed,previous.net.clearance,previous.distance.from.sideline,previous.depth,opponent.depth,opponent.distance.from.center,same.side,previous.hitpoint,previous.time.to.net,server.is.impact.player,id,train,outcome,gender
5,2,F,37.3212106,1.13168915,0.757593507,0.719832538,False,True,2.853524193,13.4582,2.8162,13.3086,0.0334,35.63532628,0.5352642160000001,1.751000289,4.539789989,14.8152,2.3472,True,F,0.47923252899999996,True,695,1,UE,mens
7,1,U,36.9847598,-0.080510712,2.604461136,7.903261911,False,False,2.700817424,17.076,1.5778,15.767000000000001,0.7846,43.21695626,0.053282866,1.3629898969999998,4.762682802,10.850999999999999,3.9264,False,F,0.37118915,True,1644,1,UE,mens
7,1,F,36.14041169,-0.018193715,2.538348528,7.412126538,False,False,3.490040229,13.0162,1.4034,13.2346,2.0798,35.76524483,0.131911459,2.9227507999999998,7.027153909,15.0244,0.7144,True,F,0.502078152,True,1202,1,UE,mens
3,1,F,36.09785757,0.44032329200000003,1.963689876,2.293355029,False,False,1.032713494,11.1582,1.7734,11.3172,0.753,31.84374468,0.32861785600000004,3.103084815,5.60314957,12.667,4.2589999999999995,False,F,0.45743556399999996,True,3118,1,W,mens
5,1,F,13.83595824,0.8421467509999999,0.8503416979999999,6.5397426329999995,False,False,2.74882134,4.163,1.3032,5.7170000000000005,0.9642,27.81622278,0.74600441,1.669477423,8.005974687,11.4186,3.1822,False,V,0.45513081899999996,True,953,1,W,mens
12,2,F,40.89640512,0.492491095,0.16000250800000002,4.2352123530000005,True,False,2.166336419,15.6596,4.7528,15.1284,2.6526,38.95661883,0.856383075,0.337310454,2.836556228,13.4194,3.1156,False,F,0.414613377,False,7809,1,FE,mens
3,1,F,31.69176844,0.850040845,0.834551505,2.617415252,False,True,3.066607565,9.4632,3.3148,11.3168,0.8718,23.99531726,0.212454787,1.8002721030000002,7.384606731,12.7048,3.5192,False,U,0.643557157,True,6516,1,UE,mens
7,1,B,37.27449048,0.30286774699999996,0.192148572,3.302002715,False,False,1.1223384159999998,12.6064,0.363,13.1128,1.3646,30.28571337,0.7377875620000001,3.085550281,4.66234299,14.657,1.7274,False,F,0.575441371,True,1361,1,W,mens
4,1,F,24.50795539,4.280510941,1.632407468,0.835273498,False,True,3.492689903,14.8838,3.2836,14.0138,0.099,33.61238647,0.34345849799999995,1.143456373,2.652890175,7.131,0.9516,False,F,0.27853470399999997,False,9392,1,FE,mens
16,2,U,27.96793485,-0.946991881,0.544084064,0.827361653,False,True,1.429066842,13.4144,2.3858,13.0424,1.006,34.05982508,0.5053413210000001,3.7244098880000003,2.553368765,12.4492,2.2526,False,U,0.42259477700000003,False,4599,1,UE,mens
3,2,B,24.18106196,1.166528403,2.134669356,0.164817174,False,True,1.583668349,13.0386,0.39899999999999997,11.6374,0.33899999999999997,33.89217531,0.49546811799999996,2.573982829,4.428249983,12.5504,3.2494,False,B,0.415070871,True,1641,1,UE,mens
7,1,F,40.99897042,0.8898718179999999,2.833780095,0.755849372,False,True,3.2040756860000004,13.7544,3.4514,13.6052,0.2508,37.0460117,0.655294307,0.95106971,3.592904359,13.7032,1.4034,False,F,0.45563876299999995,True,7752,1,UE,mens
11,2,F,37.53888052,0.713129922,1.309571797,3.652460712,False,False,5.507198595,5.6688,1.301,11.1738,1.1454,21.9589991,2.646182465,2.078285552,6.459416792000001,14.9212,1.8984,True,V,0.972831895,True,6845,1,W,mens
10,1,F,32.05381244,2.386617764,1.3400604870000001,2.035590617,False,True,1.5915267640000001,13.4264,3.6168,13.2352,2.0368,37.52277389,0.621036315,2.148823273,2.380758377,14.3298,3.0652,False,B,0.458991614,False,5758,1,UE,mens
4,1,B,37.91549018,0.571730958,1.045053498,2.942628069,False,False,2.413038292,13.8166,2.0674,13.753,0.3448,34.37276129,0.166707485,2.087564225,5.761775129,12.0934,1.4409999999999998,True,F,0.400550335,False,8154,1,FE,mens
6,2,F,40.12931256,0.754934022,0.005699976999999999,0.11017842900000001,False,True,4.186494194,13.0798,2.1424,13.9058,1.9618,27.62568382,1.008770243,2.023392533,5.63638315,14.7522,0.5348,True,F,0.668196639,False,9482,1,UE,mens
9,2,F,35.17588257,0.043886670999999995,0.09470523800000001,5.273091739,False,False,3.046643071,13.855,2.3946,13.8712,0.652,38.88587627,0.484609551,1.714529872,3.2421049180000003,13.7504,0.0804,True,F,0.416032512,True,2366,1,W,mens
4,2,F,34.96098856,0.694679332,0.157489645,2.471079392,True,False,1.371775842,12.6144,3.6726,13.128,2.4006,24.35254176,0.481293665,2.137307177,2.877526987,12.285,3.3996,False,B,0.585519524,False,2913,1,UE,mens
4,2,B,37.51847908,1.06412468,3.915922867,0.808822068,False,True,2.026862965,14.4604,1.2472,13.7236,0.6409999999999999,36.75331889,0.543678409,2.376873933,2.771383811,12.8224,0.8522,True,F,0.398336157,False,846,1,UE,mens
3,2,F,41.72623974,0.50611053,0.7537374029999999,1.420508022,False,False,2.043822399,12.3116,2.5722,11.3306,0.7792,29.69443589,0.92370524,1.548875505,4.974271471000001,15.0572,3.3486,False,B,0.606382305,True,4726,1,W,mens
6,1,F,41.50274291,0.19474334399999998,0.24473292600000002,4.498288388,True,False,1.685126049,13.8556,2.6544,13.7168,0.975,33.86259476,1.082446179,3.4229590069999998,2.310398088,13.681,3.4,False,B,0.483008781,False,4115,1,UE,mens
9,2,F,30.47503598,0.41142214299999996,0.306178253,7.108165602000001,False,False,3.40653519,14.2976,2.41,13.2486,0.831,28.74434405,0.27953710800000003,1.404560205,3.9986229,10.4006,2.0284,False,F,0.38459821299999997,True,4156,1,W,mens
5,1,B,35.98953088,-0.144369811,1.8850004809999998,7.375106225,False,False,1.5206787169999998,12.8698,1.2114,12.4708,0.256,33.08241907,0.592268376,1.8899133680000002,3.422427162,13.9172,1.4280000000000002,False,F,0.497514532,True,8712,1,UE,mens
7,1,F,29.78044973,2.06495749,3.3125698239999997,1.127118684,False,True,3.1535485160000003,14.6976,3.1826,14.0766,0.0908,40.38807694,0.209032548,1.526341952,5.033898807,13.6376,1.652,False,F,0.389012518,True,5871,1,UE,mens
7,1,F,38.71576072,1.170067271,2.604813956,0.462716193,False,True,1.763284946,15.0194,0.9762,14.3098,0.638,41.73760861,0.118440491,2.7778468660000004,5.618258063,13.8524,0.7044,False,F,0.37837263600000004,True,3379,1,UE,mens
8,2,B,32.08760976,1.4239233059999998,2.990734735,0.761256245,False,True,5.0610932019999995,15.0822,3.6196,15.8776,1.3786,38.95989892,0.358472503,1.180453685,4.466827019,13.0258,1.1862,True,F,0.38134640299999994,False,5026,1,FE,mens
6,1,B,38.65849029,1.188265841,1.40450549,2.807520498,False,True,4.819065951000001,13.9546,1.459,15.4038,3.137,29.16312189,1.169355512,1.525731745,3.040832538,13.3404,1.9518,False,F,0.543404838,False,8333,1,UE,mens
6,2,F,40.06839488,0.47363896200000005,0.339671276,2.51798948,False,False,1.331802087,13.4394,0.08800000000000001,13.4162,1.4196,32.02732471,0.759195373,3.941652038,4.925619564,14.3708,1.2046,True,F,0.543309987,False,7115,1,W,mens
20,1,F,40.22808478,-0.07899679700000001,2.33888101,6.5980156139999995,False,False,3.680105085,14.8564,3.1696,14.7584,0.5092,34.69090294,0.7527406459999999,1.312494105,4.137707531,13.5904,0.2918,False,F,0.47731975600000004,False,6478,1,FE,mens
3,1,F,34.368825,0.21890661,0.7667360059999999,5.899421571,False,False,0.627280001,11.3886,0.7186,11.036,1.2374,24.74505887,0.852514415,2.816994642,3.88861466,13.0316,4.2996,False,B,0.60221879,True,2397,1,W,mens
6,1,B,19.60875248,3.9283512060000003,1.264432092,1.315854985,False,False,1.8788409730000002,13.3978,1.892,15.1936,2.4444,25.66616339,0.500569599,1.975728049,1.250548159,6.3566,0.3564,False,B,0.229822387,False,6679,1,W,mens
11,1,F,39.88997019,0.807155744,0.183506041,2.5073009490000002,True,False,4.0027647889999995,12.5608,1.2770000000000001,14.6844,2.116,25.90927783,0.67900999,2.568180855,5.207796065,13.308,0.6859999999999999,True,F,0.596767549,True,2726,1,UE,mens
5,1,F,12.75045159,0.155088532,1.780797081,7.992857979,False,False,2.552022476,5.0144,0.1986,7.5128,0.7190000000000001,33.28004195,0.564137065,2.816123567,7.147346936,15.9308,2.4564,True,V,0.560210258,True,5236,1,W,mens
7,2,F,13.08532031,0.112571981,1.6722284040000002,6.4449887310000005,False,False,2.7670698,4.905,0.0676,7.6388,0.3602,33.59413866,0.20765644800000002,3.18693623,7.438682247000001,15.1696,2.7504,True,V,0.569843147,True,3249,1,W,mens
4,1,F,40.81579085,0.134282534,0.5402733989999999,4.339995605,True,False,4.908348548999999,15.7586,3.8232,13.7604,0.66,32.32279292,0.525258215,0.450659573,3.8609017239999996,10.7564,1.4372,False,F,0.367735795,False,2815,1,FE,mens
4,2,F,39.49620529999999,0.383302071,0.7869817170000001,2.000079897,False,False,2.8357887230000003,11.126,2.4486,12.9442,0.2724,20.71932598,0.9347510170000001,3.388742988,4.06199435,10.7894,2.2146,False,F,0.625697521,False,4325,1,W,mens
3,1,F,32.92130711,1.543395017,2.82945537,0.705428907,False,True,3.7190871839999997,12.4728,4.0292,11.3166,0.4944,29.9396164,1.079092192,0.542881004,3.353384443,13.0612,4.3934,False,F,0.5225047070000001,True,506,1,UE,mens
5,1,F,18.43192336,0.043621310999999996,1.37592576,5.740816559,False,False,2.517990826,3.1910000000000003,0.0334,5.6472,0.521,31.36227347,0.598524067,2.8124921360000004,9.065517444,15.4388,2.0346,True,V,0.583543478,True,4367,1,W,mens
3,1,F,31.83811161,1.0117637720000001,1.740840245,0.7911984440000001,False,True,1.29001062,11.4282,2.3008,11.257,1.0222,35.3983495,0.40848941899999996,2.112261534,4.293787655,13.0004,4.5014,False,F,0.432352425,True,8654,1,UE,mens
10,2,U,22.66253938,2.939768522,2.103877813,2.3771763740000003,False,False,3.8898884710000003,15.2724,0.5086,15.38,3.3798,39.42457084,0.325834297,0.666312615,3.7999771860000005,13.3164,3.0994,False,F,0.37837773399999997,False,8512,1,FE,mens
4,1,B,23.51899598,0.214878292,1.0605921109999998,7.913314681,False,False,2.60479279,13.635,2.3188,13.4738,0.281,34.77462829,0.289483741,0.42701601100000003,3.810289061,10.0004,2.1868,False,F,0.302662194,False,2056,1,W,mens
6,1,F,36.73753438,0.9235191220000001,0.38034402700000003,0.761653265,False,True,3.618284964,10.5184,3.2598,13.7692,1.671,20.7751335,0.651550348,2.431248337,4.517939158,11.4432,3.092,False,B,0.662801964,False,4470,1,UE,mens
5,1,F,35.7378421,1.26139711,2.788645958,0.36169232799999995,False,True,2.958549442,13.295,2.602,12.4988,0.2474,33.05464359,1.453706081,1.203906495,2.22820448,14.629000000000001,2.3204,True,F,0.5410609129999999,True,688,1,UE,mens
3,1,F,36.74846363,0.125095418,0.7938067109999999,6.123657542,False,False,2.844300019,10.9034,2.0048,11.3698,0.8009999999999999,20.08889266,2.008930975,3.335456465,3.846813785,12.9784,2.8888,False,B,0.818051509,True,8663,1,W,mens
3,2,F,28.13410831,0.653096524,0.384977571,4.091651497,True,False,1.8189207459999999,12.8072,0.467,11.227,1.3678,32.0500422,0.768992377,3.4732656989999997,1.818328385,12.3524,2.583,False,B,0.42678135,True,6507,1,UE,mens
5,2,U,25.34830331,0.67674754,0.995929495,3.3934939560000004,False,False,3.4194063110000004,5.5416,1.52,8.9452,1.1916,26.38683309,1.2042148129999999,1.019242119,6.98648691,13.7714,2.9984,True,V,0.690425816,True,6669,1,W,mens
4,2,B,18.18238242,0.154906136,0.40312128,8.841040521,True,False,2.326389727,13.6626,4.204,12.9846,1.9786,36.90704481,0.633339972,0.011716718999999999,1.7036305930000002,12.308,2.7634,False,B,0.390999665,False,667,1,FE,mens
7,1,U,13.72405788,-0.947000029,1.821819499,0.113373924,True,False,6.593386517000001,16.1858,3.8534,13.9358,2.3442,36.74620215,0.22702926,1.244728216,3.01183893,12.475999999999999,2.8744,False,U,0.367488094,True,2153,1,FE,mens
8,1,F,26.78182989,3.4939509139999996,3.1973472789999997,2.539222568,False,True,1.6959743630000002,13.64,3.5926,13.5102,1.9016,33.24524406,0.837226059,2.025987945,0.84033973,12.2536,2.19,False,B,0.408411419,False,7387,1,UE,mens
10,2,F,27.76219694,1.5204299380000001,1.011650749,1.171863841,False,True,1.6859397969999999,16.267,1.8246,15.014000000000001,0.6966,40.9436225,0.303165616,0.89498164,4.2375963930000005,12.6342,4.4392,True,F,0.350864378,False,2652,1,FE,mens
7,2,B,34.89064805,1.494296755,2.004458479,2.151916205,False,True,0.953532905,15.5116,1.9716,14.7358,1.4172,35.62633047,0.680801222,2.234079014,2.658992462,12.752,2.1182,False,F,0.41080415299999995,True,5983,1,UE,mens
11,2,B,11.19196907,1.053559579,0.609757585,7.784727705,True,False,6.207066028,5.2010000000000005,0.7968,10.1448,2.9564,24.01822005,0.43208346799999997,2.816495148,7.516668234,16.0914,1.0302,True,V,0.8839226020000001,True,5463,1,UE,mens
8,1,F,33.44440307,1.545169315,3.377962024,1.638727667,False,True,0.645120795,15.2554,3.4939999999999998,15.1044,2.8668,38.27078718,0.9502920690000001,0.583047626,0.790882904,12.5726,1.442,False,F,0.37536266100000004,False,7756,1,UE,mens
4,1,B,28.58275861,1.124096677,2.3849356040000003,0.433519755,False,True,3.670768775,14.8124,2.6422,14.040999999999999,0.9466,32.83938501,0.533202893,0.567417838,3.005754477,11.347999999999999,1.3242,False,F,0.389351816,False,1874,1,FE,mens
4,1,B,17.69857258,-0.873287278,3.2905482060000004,11.78371752,False,False,7.033391663,14.7938,3.3804,13.0076,3.4224,31.27388789,0.7010832459999999,0.20880677600000003,3.043872588,12.5992,0.32799999999999996,False,F,0.469966812,False,5126,1,FE,mens
8,2,F,30.27316429,0.754952242,0.837129557,0.241518819,False,False,4.067456208,8.5744,0.3112,12.1836,2.1868,26.67364737,0.240014106,4.05739343,6.491013698,15.7598,2.4742,True,F,0.7506363220000001,False,8275,1,W,mens
3,2,F,35.26103139,-0.051473686,2.0603614390000002,7.381836495,False,False,0.847424427,12.3984,1.1548,11.5704,1.3352,31.81958496,0.337235605,3.603078777,6.063575884,13.4524,2.9786,False,B,0.48599867799999996,True,7209,1,UE,mens
7,2,B,27.12172717,-0.002002571,3.740523895,6.340935153999999,False,False,1.298631048,13.9424,2.841,14.0566,1.5474,34.46434212,0.47027175600000004,1.6412313969999999,5.690301971,14.530999999999999,2.4054,False,F,0.506053022,True,5044,1,UE,mens
25,2,B,23.76417133,1.016153615,1.3975471330000002,4.153086455,False,False,2.29121195,6.5614,2.5452,4.4436,1.6708,18.64752802,3.1861784789999996,0.300516241,4.432656754,11.6368,3.4188,True,V,1.017677001,True,1419,1,W,mens
4,1,B,28.12102574,-0.436938531,1.8033601369999999,9.894152126,False,False,3.2365511089999996,15.429,2.3794,13.8492,0.4454,36.02776736,0.541398753,0.625017841,2.209685963,12.2288,1.4274,False,F,0.371240467,False,9403,1,FE,mens
12,2,F,39.32012454,0.5525873339999999,0.18539363399999997,0.235905373,True,False,0.480453952,13.181,3.5098,13.6614,3.5026,34.6672284,0.311510873,1.74163263,5.674673737999999,12.956,1.704,False,F,0.442274021,False,6314,1,UE,mens
4,1,F,34.78217885,1.737349775,2.2265812830000002,2.260592167,False,True,2.423625598,13.3854,1.6772,13.7244,0.7226,35.70042808,0.08249616,1.2922794979999999,5.39033211,12.2456,2.1324,False,B,0.37314013,False,8022,1,FE,mens
9,2,B,28.01221132,0.290074844,0.414545207,3.315057776,False,False,2.6318711969999997,14.9712,4.2806,14.9214,1.6492,35.43016164,0.225327699,0.7803074240000001,5.127943356,11.8796,3.4278,False,F,0.405336023,True,6130,1,W,mens
11,2,B,27.89852345,-0.11100936900000001,3.4902145360000003,6.775483808,False,False,1.895203736,14.5828,2.7544,14.972999999999999,0.8998,34.63730848,0.21590376600000002,1.233687688,6.346545517000001,14.3746,0.21100000000000002,False,F,0.495855992,True,7128,1,UE,mens
6,2,U,31.37307835,0.86938235,0.132992878,0.061954617000000003,True,True,4.818137702,9.0448,1.6034,13.8602,1.7658,19.73893158,0.642018822,3.292425834,6.949497013999999,13.9772,0.985,True,F,0.92407666,False,7695,1,UE,mens
4,1,F,37.89149693,0.552749774,0.79171709,3.313270045,False,False,2.627560816,15.4174,1.5542,14.7554,0.9886,37.80043137,0.35394155,1.695577197,2.340327277,11.3052,3.5134,False,F,0.33149292199999997,False,4973,1,W,mens
8,2,F,35.64344954,1.7718555880000002,0.928339777,1.747769066,False,True,4.485982777,15.2756,2.8822,15.1918,1.6030000000000002,35.60246022,0.120449455,1.68156247,5.335030595,12.1734,0.816,False,F,0.36856604200000004,False,4788,1,UE,mens
4,1,F,37.26361092,0.911257471,0.466699866,0.378277886,False,False,2.748195743,15.3134,1.0264,14.5254,1.6064,36.425605600000004,0.43249986700000004,1.626695831,2.788990765,12.1334,4.3662,False,B,0.36917944399999997,False,6403,1,W,mens
3,1,F,37.49359808,1.3475866719999998,0.829184844,1.674488466,False,True,2.978087608,14.1792,0.3712,11.4026,0.7056,25.33634509,1.333893998,4.075822478,0.868257883,12.7348,4.3242,False,F,0.586594379,True,3426,1,UE,mens
8,1,F,38.42915153,-0.061424041,2.064510393,7.6367638829999995,False,False,1.9610988759999999,13.3378,3.4566,13.4614,1.4994,25.40081858,1.23708756,2.423096049,1.7503171830000002,14.8862,2.349,False,B,0.723983438,False,4539,1,UE,mens
5,1,F,29.35848516,0.371608244,1.10575032,7.880552021000001,False,False,3.3069275769999997,15.0556,3.8868,14.6298,0.6074,31.53707089,0.275388232,1.303995826,4.797620441,9.9118,0.3742,False,F,0.326252302,True,1043,1,W,mens
7,2,B,37.16693806,0.146933633,0.122934024,4.821124121,False,False,1.9172170769999999,12.3518,2.2642,14.1812,1.6906,28.1860425,0.760621518,2.02843452,4.781880303,13.5294,3.6058,False,F,0.615025986,True,5944,1,W,mens
11,1,B,23.59346056,2.5562683330000002,2.66218797,1.146213956,False,True,1.0555540159999999,13.7858,1.234,13.862,0.1812,34.08994835,0.685268619,1.58367526,0.606494483,12.1802,2.7194,True,F,0.39499009,True,8660,1,UE,mens
3,2,B,32.50911122,-0.194901018,2.5066698609999998,7.82354519,False,False,1.666292675,12.3932,0.938,11.445,0.4322,23.03194081,0.658362935,2.6124524780000002,3.3409420310000004,11.4706,2.6656,False,B,0.565747593,True,3954,1,UE,mens
3,2,B,32.74789832,-0.132189718,3.923586774,6.33748548,False,False,1.812173778,12.6762,2.7522,11.637,1.2676,24.09826597,0.834839387,1.879790724,2.708717627,11.038,4.0898,False,B,0.53701005,True,4562,1,UE,mens
5,1,F,39.52837731,0.261161801,0.255647558,4.298115354,False,False,0.3605934,13.672,2.3372,13.5406,2.673,23.43983787,1.169264219,3.412972791,1.6785878369999998,13.2336,4.942,False,B,0.714518469,True,5347,1,W,mens
11,2,F,39.56540642,0.167122627,0.695224983,4.659275978999999,False,False,2.210989905,12.562999999999999,1.6828,11.9186,0.4322,23.49716147,1.422914835,3.5753829639999997,2.392495659,15.2666,2.31,False,F,0.8146731979999999,True,9031,1,W,mens
6,2,F,36.62878168,-0.025652708,1.6399779909999999,6.895057176,False,False,2.4640002999999995,13.4144,0.5232,13.7182,1.922,31.21871185,0.34037977799999997,2.446025878,3.538245102,12.5262,1.8938,False,B,0.44125294299999995,False,5433,1,UE,mens
3,1,F,32.81422446,0.6367944520000001,0.295423798,3.442268551,False,False,2.3030177419999998,12.3032,1.7452,11.2148,0.2844,28.29873931,0.671206823,3.248295433,4.80730429,13.3542,2.3328,False,B,0.557273579,True,2031,1,W,mens
3,1,F,33.77723491,0.300023403,0.601319772,3.182313008,False,False,0.44661088200000004,11.2576,0.8452,11.1664,1.2824,33.51200185,0.19831097600000003,3.406451987,4.594659581,13.0342,3.9074,False,B,0.44932360299999996,True,7307,1,W,mens
15,2,B,30.73041522,1.126174571,1.286800009,0.974156088,True,False,0.091031863,13.0462,1.2874,12.968,1.334,37.73463655,0.550968711,2.040645642,2.290612014,14.8748,1.1692,True,F,0.456952455,True,5209,1,UE,mens
3,1,F,40.20245408,-0.312720734,2.097417961,11.038312699999999,True,False,2.0645808580000002,10.8976,2.9048,11.536,0.9414,23.98130401,0.9504628,3.0655614589999995,3.9440071289999996,13.0166,3.8068,False,B,0.6500310570000001,True,1325,1,UE,mens
4,1,B,35.19324721,0.275118957,0.927022694,2.692989275,False,False,4.1484787480000005,12.696,1.9348,12.7906,2.2126,24.68914263,0.49478428700000004,2.263906349,3.328759123,12.1304,0.4856,True,B,0.565933072,False,3539,1,W,mens
4,1,V,29.92423536,0.6801998290000001,1.688814335,7.867087515,False,False,5.895660296,14.1796,1.2438,12.569,4.4276,30.99814483,0.767707995,2.175179615,1.436036968,11.1704,0.3298,False,F,0.389152018,False,6367,1,W,mens
8,2,F,34.03300226,-0.108444076,1.743932377,7.691067376,False,False,1.827855147,13.245999999999999,0.8734,12.857999999999999,0.9128,33.0743832,1.215396495,2.704324634,0.9053910359999999,14.545,1.3119999999999998,True,F,0.518377608,False,9401,1,UE,mens
3,1,B,34.65969028,0.7261258190000001,0.80108716,1.485303964,True,False,3.289647239,12.5448,2.103,11.2662,0.9279999999999999,24.67458787,0.61381633,1.035553309,3.419686768,12.6452,4.4406,False,F,0.574716818,True,9137,1,UE,mens
5,2,B,29.57782645,0.52297931,0.413713784,2.827470182,True,False,1.503550678,14.345,3.525,14.1758,2.031,33.21366742,0.40709381299999997,0.921432433,4.101791318,11.0608,2.0112,False,F,0.386878847,True,2676,1,FE,mens
4,2,V,41.93029919,0.008306189,2.831440307,11.88255811,False,False,1.8537999459999999,9.4818,2.0226,11.2858,1.5958,17.71561668,2.256969396,3.060781033,5.233756861,12.5312,0.6488,True,F,0.948923892,False,6921,1,W,mens
6,1,F,37.99665774,0.40065628700000006,0.302756597,2.310619997,False,False,2.013578903,12.427,2.8546,14.107000000000001,1.7446,25.02895158,0.405940707,2.784262262,4.223616894,13.0086,2.0856,False,B,0.628631949,False,5377,1,W,mens
5,2,F,33.85277069,1.1275758740000001,0.011780566000000001,0.16613303599999998,False,False,1.821032894,12.7914,2.7642,13.1346,0.9758,32.12206142,0.305452867,3.312489905,5.293866929,13.444,1.8434,False,B,0.482958231,True,357,1,W,mens
3,1,F,36.32429721,0.253944507,0.282313472,3.8174148139999997,False,False,1.465149412,10.6228,1.8354,11.3742,0.5776,20.5803177,1.032372325,1.6831140390000001,5.021089295,13.2208,2.5184,False,B,0.804925432,True,6704,1,W,mens
4,2,F,32.02060346,-0.10244001800000001,3.446230491,8.281190052000001,False,False,4.753540983,14.8984,2.7552,13.6742,1.838,34.45023054,0.329451506,0.8261560020000001,4.133709819,12.3824,2.6516,False,F,0.400578131,False,3791,1,FE,mens
6,1,F,29.76314116,0.462442078,2.1463568,4.937293917,False,False,3.286671325,11.925,0.22899999999999998,14.3752,2.4196,20.02347896,0.17476398199999998,2.90711996,5.180717318,5.2268,1.1476,False,B,0.26529139,False,4758,1,W,mens
3,1,F,31.91251603,0.04662233599999999,0.942707893,5.9684015079999995,False,False,1.723409551,9.9718,1.629,11.525,0.8822,24.01417836,0.331299534,3.68360937,6.126672291,12.886,3.8014,False,B,0.634553414,True,5178,1,W,mens
8,2,F,22.00792956,-0.534840628,1.9588916109999999,10.46718784,False,False,4.218721949,15.6846,2.099,14.8278,2.0318,40.1190467,0.30643878399999996,1.098278248,1.813442825,12.2354,2.9064,False,F,0.333073973,False,873,1,FE,mens
6,2,B,39.92666803,-0.188469424,1.1191007929999999,6.460563636,False,False,3.1960169339999998,12.0158,2.2982,12.3528,0.88,29.75002043,0.6934628629999999,0.858250332,3.784063853,13.3432,2.7746,False,F,0.5544673689999999,False,5303,1,UE,mens
6,2,F,35.62624807,-0.06673269700000001,3.572169104,7.858256541,False,False,1.211974686,13.2522,0.733,12.838,0.406,30.05749008,0.9594869509999999,3.534112665,1.0303688640000002,14.0374,2.674,True,B,0.544009125,False,8985,1,UE,mens
3,1,F,40.50339246,0.643991545,1.0572904840000001,2.7572449989999996,False,False,0.660762136,11.1374,0.5832,11.2132,1.2396,20.214328100000003,2.518488772,3.058510369,3.5740676989999995,12.3852,4.1242,False,B,0.7701301209999999,True,2124,1,W,mens
